Net Metrekare,Brüt Metrekare,Oda Sayısı,Bulunduğu Kat,Eşya Durumu,Binanın Yaşı,Isıtma Tipi,Fiyat,Şehir,Binanın Kat Sayısı,Kullanım Durumu,Fiyat Durumu,Yatırıma Uygunluk,İlan Güncelleme Tarihi,Site İçerisinde,Takas,İlan Oluşturma Tarihi,Türü,Kullanım Durumu,Kategorisi,Krediye Uygunluk,Tapu Durumu,İpotek Durumu,Aidat,İlan Numarası,Banyo Sayısı
130 M2,150 M2,3+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.550.000,adana,4,Boş,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14575346,2
65 M2,85 M2,2+1,12.Kat,Eşyalı,4,Klimalı,2.075.000,adana,12,Boş,Genel Fiyat,Bilinmiyor,19 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14575152,1 
100 M2,115 M2,2+1,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.670.000,adana,13,Boş,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14575101,1
100 M2,120 M2,3+1,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.985.000,adana,11,Boş,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14575099,2
120 M2,145 M2,3+1,,Boş,5-10,Kombi Doğalgaz,2.950.000,adana,3,Mülk Sahibi Oturuyor,Genel Fiyat,Bilinmiyor,19 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,14574630,1 
64 M2,94 M2,2+1,2.Kat,Boş,1,Kombi Doğalgaz,1.150.000arrow_downward%2,adana,8,Kiracı Oturuyor,Genel Fiyat,,19 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14574436,1
82 M2,102 M2,2+1,6.Kat,,2,Kombi Doğalgaz,1.750.000,adana,6,Mülk Sahibi Oturuyor,Genel Fiyat,,19 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14574228,1 
125 M2,135 M2,3+1,4.Kat,,5-10,Kombi Doğalgaz,3.425.000,adana,4,Mülk Sahibi Oturuyor,Genel Fiyat,,19 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14574206,2 
98 M2,105 M2,2+1,1.Kat,,4,Klimalı,2.050.000,adana,13,Kiracı Oturuyor,Genel Fiyat ,,19 Ocak 2024,Evet,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14574185,2
88 M2,120 M2,2+1,6.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.465.000,adana,14,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14573979,2
85 M2,120 M2,2+1,6.Kat,Boş,1,Kombi Doğalgaz,2.465.000,adana,14,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Evet,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14573950,2
70 M2,90 M2,2+1,9.Kat,,3,Kombi Doğalgaz,1.995.000,adana,9,Kiracı Oturuyor,Genel Fiyat,,22 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,Yok,,14573450,2
85 M2,135 M2,2+1,10.Kat,,4,Kombi Doğalgaz,1.525.000,adana,15,Kiracı Oturuyor,Genel Fiyat,,19 Ocak 2024,Hayır,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14573408,2
135 M2,195 M2,3+1,2.Kat,,21 Ve Üzeri,Klimalı,3.125.000,adana,9,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,300 TL,14573108,1
210 M2,220 M2,3+1,5.Kat,Boş,11-15,Güneş Enerjisi,3.200.000,adana,6,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14573058,1
130 M2,150 M2,3+1,9.Kat,Boş,4,Kombi Doğalgaz,8.250.000,adana,18,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Evet,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14572076,2
45 M2,55 M2,1+1,3.Kat,,0 (Yeni),Klimalı,1.125.000,adana,13,Boş,Genel Fiyat,Bilinmiyor,19 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun Değil,,,,14572075,1 
80 M2,90 M2,2+1,12.Kat,Boş,16-20,Kombi Doğalgaz,1.250.000,adana,12,Boş,Genel Fiyat,Bilinmiyor,19 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,Krediye Uygun,Müstakil Tapulu,,,14571924,1 
250 M2,300 M2,4.5+1,Müstakil,,16-20,Klimalı,2.750.000,adana,2,Boş,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,Yok,,14591750,2
44 M2,45 M2,1+1,,Boş,1,Klimalı,1.450.000,adana,2,Boş,Genel Fiyat ,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,Müstakil Tapulu,,,14591556,1
44 M2,45 M2,1+1,1.Kat,Boş,0 (Yeni),Klimalı,1.500.000,adana,2,Boş,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Müstakil Tapulu,,,14591554,1 
45 M2,95 M2,1+1,1.Kat,Boş,0 (Yeni),Klimalı,1.450.000,adana,2,Boş,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Müstakil Tapulu,,,14591553,1 
45 M2,70 M2,1+1,Bahçe Katı,Boş,0 (Yeni),Klimalı,1.250.000,adana,2,Boş,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Müstakil Tapulu,,,14591549,1 
140 M2,200 M2,4+1,,,0 (Yeni),Kombi Doğalgaz,7.500.000,adana,2,Boş,Birim Fiyat ,,22 Ocak 2024,Hayır,,,Konut,Boş,Satılık,KREDIYE UYGUN,,,800 TL,14590870,2
190 M2,210 M2,4+1,8.Kat,,5-10,Kombi Doğalgaz,2.250.000,adana,11,Boş,Birim Fiyat,,22 Ocak 2024,Evet,,,Konut,Boş,Satılık,Krediye Uygun,,,,14589915,2 
110 M2,215 M2,6+1,Bahçe Dublex,Boş,16-20,Klimalı,3.750.000,adana,3,Mülk Sahibi Oturuyor,Genel Fiyat,,22 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Müstakil Tapulu,,,14588737,2
78 M2,100 M2,2+1,9.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.500.000,adana,9,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Var,,14588644,1
78 M2,100 M2,2+1,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,1.500.000,adana,9,Boş,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14588634,1
76 M2,100 M2,2+1,2.Kat,,0 (Yeni),Kombi Doğalgaz,1.500.000,adana,9,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Var,,14588629,1
78 M2,100 M2,2+1,6.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.750.000,adana,9,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Var,,14588620,1
78 M2,100 M2,2+1,9.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.500.000,adana,9,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Var,,14588610,1
76 M2,100 M2,2+1,2.Kat,,0 (Yeni),Kombi Doğalgaz,1.500.000,adana,9,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Var,,14588599,1
210 M2,250 M2,4+1,14.Kat,Boş,16-20,Kombi Doğalgaz,8.450.000,adana,15,Boş,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14588199,3
55 M2,60 M2,1+1,5.Kat,,4,Klimalı,1.550.000,adana,13,Boş,Genel Fiyat ,,22 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14588172,1
100 M2,155 M2,3+1,11.Kat,Boş,5-10,Kombi Doğalgaz,2.095.000,adana,15,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14588101,1
55 M2,65 M2,1+1,5.Kat,,5-10,Klimalı,1.550.000,adana,13,Boş,Genel Fiyat,,22 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14587983,1
95 M2,120 M2,2+1,6.Kat,Boş,0 (Yeni),Kombi Doğalgaz,2.465.000,adana,14,Boş,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14587924,2
120 M2,130 M2,3+1,,,4,Kombi Doğalgaz,2.800.000,adana,3,Boş,Genel Fiyat,,21 Ocak 2024,Hayır,,,Konut,Boş,Satılık,KREDIYE UYGUN,,,0 TL,14585362,2
148 M2,167 M2,3+1,8.Kat,Boş,11-15,Kombi Doğalgaz,2.275.000,adana,11,Boş,Genel Fiyat ,Bilinmiyor,21 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14583127,1
115 M2,150 M2,3+1,,Boş,21 Ve Üzeri,Klimalı,3.000.000,adana,2,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,Kat Mülkiyeti,Yok,,14580884,2
130 M2,185 M2,4+1,Yüksek Giriş,,11-15,Kombi Doğalgaz,2.950.000,adana,15,Boş,Genel Fiyat,Yatırıma Uygun,20 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14580313,2
100 M2,135 M2,2+1,3.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2.275.000,adana,4,Boş,Genel Fiyat ,,22 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14580293,1
70 M2,486 M2,2+1,,,5-10,Klimalı,4.000.000,adana,3,Boş,Genel Fiyat ,,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,Müstakil Tapulu,,,14579549,2
120 M2,150 M2,3+1,Düz Giriş (Zemin),Boş,16-20,Kombi Doğalgaz,2.100.000,adana,4,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14575092,1
39 M2,45 M2,1+1,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.050.000,adana,13,Boş,Genel Fiyat,Bilinmiyor,19 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14575070,1 
90 M2,110 M2,2+1,5.Kat,Boş,11-15,Kombi Doğalgaz,1.480.000,adana,10,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14575067,1
120 M2,155 M2,3+1,3.Kat,Boş,4,Kombi Doğalgaz,3.500.000,adana,12,Boş,Genel Fiyat,Bilinmiyor,19 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14575065,2 
37 M2,55 M2,1+1,4.Kat,Boş,0 (Yeni),Kombi Doğalgaz,990.000,adana,7,Boş,Genel Fiyat,Bilinmiyor,19 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,Kat İrtifakı,,,14575059,1 
190 M2,200 M2,4+1,Yüksek Giriş,Boş,11-15,Kombi Doğalgaz,3.050.000,adana,11,Boş,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,,,,14575057,2
300 M2,330 M2,5+2,,Boş,5-10,Kombi Doğalgaz,9.990.000,adana,3,Boş,Genel Fiyat ,Bilinmiyor,19 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,Müstakil Tapulu,,,14575056,3
45 M2,65 M2,1+1,1.Kat,Boş,16-20,Klimalı,425.000,adana,12,Boş,Genel Fiyat,,19 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun Değil,Kat Mülkiyeti,,,14574229,1 
90 M2,110 M2,2+1,10.Kat,Boş,5-10,Kombi Doğalgaz,2.830.000,adana,10,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,Kat Mülkiyeti,Yok,300 TL,14574016,1
90 M2,111 M2,3+1,1.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.325.000,adana,5,Boş,Genel Fiyat ,,19 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14573896,1
90 M2,130 M2,2+1,Yüksek Giriş,,5-10,Kombi Doğalgaz,1.950.000,adana,12,Boş,Genel Fiyat,Yatırıma Uygun,19 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14573871,1
150 M2,170 M2,3+1,7.Kat,,21 Ve Üzeri,Kombi Doğalgaz,3.200.000,adana,13,Mülk Sahibi Oturuyor,Genel Fiyat ,,22 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,,200 TL,14573855,1
110 M2,135 M2,4+0,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.600.000,adana,4,Boş,Genel Fiyat ,,21 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14573733,2
175 M2,200 M2,8+3,,,16-20,Klimalı,7.400.000,adana,3,Boş,Genel Fiyat,,19 Ocak 2024,Hayır,,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,14573451,3
125 M2,160 M2,4+1,1.Kat,Boş,1,Kombi Doğalgaz,2.600.000,adana,9,Kiracı Oturuyor,Genel Fiyat,,19 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14572955,2
136 M2,176 M2,2+1,,,16-20,Klimalı,3.150.000,adana,2,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,19 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,KREDIYE UYGUN,,,,14572752,2
100 M2,125 M2,3+1,2.Kat,Boş,1,Kombi Doğalgaz,1.400.000arrow_downward%3,adana,9,Kiracı Oturuyor,Genel Fiyat ,,19 Ocak 2024,Evet,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14572675,1
124 M2,145 M2,3+1,,Boş,11-15,Güneş Enerjisi,6.375.000,adana,3,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,20 Ocak 2024,Hayır,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun Değil,Arsa Tapulu,,,14572423,1
135 M2,160 M2,3+1,6.Kat,Boş,21 Ve Üzeri,Kombi Doğalgaz,2.950.000,adana,8,Mülk Sahibi Oturuyor,Genel Fiyat ,Bilinmiyor,20 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14572419,2
90 M2,95 M2,2+1,Bahçe Katı,,5-10,Merkezi Doğalgaz,1.600.000,adana,2,Kiracı Oturuyor,Genel Fiyat ,,18 Ocak 2024,Evet,,,Konut,Kiracı Oturuyor,Satılık,Bilinmiyor,,,,14571361,1
130 M2,195 M2,3+1,3.Kat,Boş,21 Ve Üzeri,Klimalı,3.125.000,adana,9,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,19 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,Yok,250 TL,14571301,1
145 M2,165 M2,3+1,10.Kat,,16-20,Kombi Doğalgaz,2.400.000,adana,11,Mülk Sahibi Oturuyor,Genel Fiyat,,18 Ocak 2024,Evet,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14570923,2
105 M2,115 M2,3+1,12.Kat,,1,Kombi Doğalgaz,2.075.000,adana,12,Boş,Genel Fiyat,,18 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14570805,2 
220 M2,240 M2,4+1,1.Kat,,5-10,Kombi Doğalgaz,5.250.000,adana,15,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14570749,2
145 M2,170 M2,3+1,7.Kat,Boş,21 Ve Üzeri,Isıtma Yok,1.750.000,adana,8,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14570734,1
175 M2,195 M2,4+1,13.Kat,,4,Kombi Doğalgaz,3.950.000,adana,15,Mülk Sahibi Oturuyor,Genel Fiyat,,22 Ocak 2024,Evet,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14570673,2 
105 M2,125 M2,3+1,,,11-15,Klimalı,1.245.000arrow_downward%4,adana,2,Boş,Genel Fiyat ,,18 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,Müstakil Tapulu,,,14570630,1
40 M2,50 M2,1+1,1.Kat,Boş,0 (Yeni),Isıtma Yok,870.000,adana,11,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14570541,1
220 M2,240 M2,4+1,1.Kat,,5-10,Merkezi (Pay Ölçer),5.250.000,adana,15,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14570494,2
150 M2,170 M2,3+1,1.Kat,,11-15,Kombi Doğalgaz,2.499.000,adana,10,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14570250,1
145 M2,170 M2,3+1,7.Kat,Boş,21 Ve Üzeri,Isıtma Yok,1.750.000,adana,8,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14570734,1
175 M2,195 M2,4+1,13.Kat,,4,Kombi Doğalgaz,3.950.000,adana,15,Mülk Sahibi Oturuyor,Genel Fiyat,,22 Ocak 2024,Evet,Var,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,,,,14570673,2 
105 M2,125 M2,3+1,,,11-15,Klimalı,1.245.000arrow_downward%4,adana,2,Boş,Genel Fiyat ,,18 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun Değil,Müstakil Tapulu,,,14570630,1
40 M2,50 M2,1+1,1.Kat,Boş,0 (Yeni),Isıtma Yok,870.000,adana,11,Boş,Genel Fiyat,Yatırıma Uygun,22 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14570541,1
220 M2,240 M2,4+1,1.Kat,,5-10,Merkezi (Pay Ölçer),5.250.000,adana,15,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14570494,2
150 M2,170 M2,3+1,1.Kat,,11-15,Kombi Doğalgaz,2.499.000,adana,10,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14570250,1
75 M2,90 M2,2+1,5.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.600.000,adana,11,Boş,Genel Fiyat,,22 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14570163,2
110 M2,125 M2,3+1,8.Kat,Boş,2,Kombi Doğalgaz,3.050.000,adana,11,Boş,Genel Fiyat ,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,,,,14569922,1
110 M2,130 M2,3+1,5.Kat,Boş,0 (Yeni),Klimalı,1.920.000,adana,5,Boş,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,,,14569920,2 
100 M2,202 M2,3+1,,Boş,0 (Yeni),Kombi Doğalgaz,4.250.000,adana,2,Boş,Genel Fiyat,Bilinmiyor,22 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,KREDIYE UYGUN,,,,14569918,2 
75 M2,90 M2,1+1,7.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.095.000,adana,11,Boş,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14569834,1
85 M2,100 M2,2+1,11.Kat,,3,Kombi Doğalgaz,1.745.000,adana,12,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,18 Ocak 2024,Evet,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14569804,2
75 M2,80 M2,2+1,2.Kat,,0 (Yeni),Isıtma Yok,1.650.000arrow_downward%3,adana,14,Boş,Birim Fiyat,,19 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,,,,14569791,2
135 M2,165 M2,3+1,5.Kat,Boş,21 Ve Üzeri,Klimalı,1.995.000,adana,7,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,22 Ocak 2024,Evet,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14569557,1
115 M2,120 M2,3+1,,,11-15,Sobalı,2.950.000,adana,2,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,18 Ocak 2024,Hayır,,,Konut,Mülk Sahibi Oturuyor,Satılık,Bilinmiyor,,,,14569543,2
40 M2,50 M2,1+1,8.Kat,Eşyalı,3,Kombi Doğalgaz,1.435.000,adana,10,Kiracı Oturuyor,Genel Fiyat ,Bilinmiyor,18 Ocak 2024,Evet,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,,,,14569283,1
140 M2,240 M2,2+1,,Boş,21 Ve Üzeri,Klimalı,3.750.000,adana,2,Kiracı Oturuyor,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Hayır,Var,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun Değil,Arsa Tapulu,Yok,0 TL,14569218,1
90 M2,120 M2,2+1,1.Kat,,0 (Yeni),Doğalgaz Sobalı,1.850.000,adana,10,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,Var,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14569120,1
85 M2,110 M2,2.5+1,3.Kat,Boş,5-10,Merkezi Doğalgaz,1.325.000,adana,6,Boş,Genel Fiyat,,19 Ocak 2024,Hayır,,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14569036,1
140 M2,160 M2,3+1,3.Kat,Boş,21 Ve Üzeri,Klimalı,1.665.000,adana,7,Mülk Sahibi Oturuyor,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14568959,1
155 M2,175 M2,3+1,1.Kat,,16-20,Kombi Doğalgaz,1.795.000,adana,8,Boş,Genel Fiyat ,Yatırıma Uygun,18 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14568486,1
82 M2,105 M2,2+1,2.Kat,Boş,0 (Yeni),Kombi Doğalgaz,1.850.000arrow_downward%2,adana,13,Kiracı Oturuyor,Genel Fiyat ,Yatırıma Uygun,19 Ocak 2024,Hayır,Yok,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat İrtifakı,Yok,0 TL,14568441,2
3.698 M2,3.700 M2,3+1,,Boş,5-10,Sobalı,3.350.000,adana,1,Boş,Genel Fiyat,,18 Ocak 2024,Hayır,Var,,Konut,Boş,Satılık,KREDIYE UYGUN,Müstakil Tapulu,Yok,,14568417,1
150 M2,170 M2,3+1,5.Kat,,21 Ve Üzeri,Kombi Doğalgaz,2.599.000,adana,12,Mülk Sahibi Oturuyor,Genel Fiyat ,Yatırıma Uygun,20 Ocak 2024,Hayır,Yok,,Konut,Mülk Sahibi Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14568120,1
85 M2,110 M2,2+1,5.Kat,,0 (Yeni),Merkezi Doğalgaz,2.250.000,adana,9,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat İrtifakı,Yok,,14567936,1
100 M2,120 M2,3+1,Yüksek Giriş,Boş,0 (Yeni),Kombi Doğalgaz,2.200.000,adana,10,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Hayır,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,Yok,,14567606,1
130 M2,150 M2,3+1,2.Kat,Boş,11-15,Kombi Doğalgaz,2.690.000,adana,10,Kiracı Oturuyor,Genel Fiyat ,Yatırıma Uygun,18 Ocak 2024,Evet,,,Konut,Kiracı Oturuyor,Satılık,Krediye Uygun,Kat Mülkiyeti,,,14567597,1
125 M2,155 M2,3+1,2.Kat,,5-10,Kombi Doğalgaz,3.750.000,adana,10,Boş,Genel Fiyat,Yatırıma Uygun,18 Ocak 2024,Evet,,,Konut,Boş,Satılık,Krediye Uygun,,,,14567361,2
50 M2,60 M2,1+1,Yüksek Giriş,Boş,0 (Yeni),Doğalgaz Sobalı,1.450.000,adana,12,Boş,Genel Fiyat,,18 Ocak 2024,Evet,Yok,,Konut,Boş,Satılık,Krediye Uygun,Kat Mülkiyeti,,150 TL,14567190,Yok
